UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,,
AUTO THEFT,201651331,6/13/2020,185 Central Ave SW,303,Mechanicsville,V,33.73682,-84.39347,,
LARCENY,201651353,6/13/2020,685 11TH ST,501,Home Park,E,33.78332,-84.40974,,
LARCENY,201651374,6/13/2020,341 TED TURNER DR NW,508,Downtown,M,33.76381,-84.38888,,
ROBBERY,201651379,6/13/2020,1163 W PEACHTREE ST NE,503,Midtown,E,33.78609,-84.38747,,
AGG ASSAULT,201651383,6/13/2020,191 RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73701,-84.39419,,
AGG ASSAULT,201651406,6/13/2020,1080 PEACHTREE ST NE,503,Midtown,E,33.78409,-84.38353,,
LARCENY,201651411,6/13/2020,60 ANDREW YOUNG INTERNA BLVD NE,509,Downtown,M,33.75991,-84.38522,,
AGG ASSAULT,201651548,6/13/2020,540 WINDSOR ST SW,303,Mechanicsville,V,33.74007,-84.3982,,
LARCENY,201651608,6/13/2020,360 MARIETTA ST NW,508,Downtown,M,33.76467,-84.39731,,
LARCENY,201651655,6/13/2020,1099 HEMPHILL AVE NW,501,Home Park,E,33.7849,-84.40582,,
LARCENY,201651660,6/13/2020,2171 PEACHTREE RD NE,207,,E,33.81347,-84.39228,,
AGG ASSAULT,201651690,6/13/2020,221 CLEVELAND AVE SE,310,Browns Mill Park,Z,33.68143,-84.39669,,
LARCENY,201640047,6/12/2020,1668 EASTLAND RD SE,612,East Atlanta,W,33.71898,-84.33038,,
ROBBERY,201640071,6/12/2020,111 BOULEVARD NE,604,Old Fourth Ward,M,33.75734,-84.3718,,
AGG ASSAULT,201640116,6/12/2020,680 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.7082,-84.36129,,
BURGLARY,201640153,6/12/2020,500 10TH ST NE @BELTLINE BUSINESS,502,,E,33.78223,-84.36922,,
LARCENY,201640181,6/12/2020,80 PEACHTREE PL NE,503,Midtown,E,33.78096,-84.38494,,
BURGLARY,201640203,6/12/2020,50 MOUNT ZION RD SW @BRANDYWINE TOWNHOUS,312,Glenrose Heights,Z,33.67086,-84.38939,,
LARCENY,201640213,6/12/2020,190 FORSYTH ST SW,512,Downtown,M,33.74944,-84.39604,,
LARCENY,201640220,6/12/2020,10TH ST NE AND JUNIPER NE,503,Midtown,E,33.78175,-84.3825,,
LARCENY,201640281,6/12/2020,1355 GEORGE W BRUMLEY WAY SE,609,Edgewood,O,33.75239,-84.34315,,
AGG ASSAULT,201640287,6/12/2020,1083 WESTVIEW DR SW,104,Harris Chiles,T,33.74704,-84.42329,,
LARCENY,201640311,6/12/2020,150 10TH ST NE,503,Midtown,E,33.78178,-84.38047,,
BURGLARY,201640348,6/12/2020,72 MILTON AVE SE,304,Peoplestown,V,33.7247,-84.38628,,
BURGLARY,201640363,6/12/2020,2668 ELLWOOD DR NE,206,Garden Hills,B,33.82743,-84.37586,,
LARCENY,201640391,6/12/2020,4011 ROSWELL RD NE,209,North Buckhead,B,33.86408,-84.37998,,
AUTO THEFT,201640393,6/12/2020,1965 BOYD TRACE LN NW,110,West Highlands,G,33.79592,-84.45184,,
AUTO THEFT,201640416,6/12/2020,1355 MARION ST SE,607,Benteen Park,W,33.71398,-84.36227,,
LARCENY,201640421,6/12/2020,1110 W PEACHTREE ST NW,503,Midtown,E,33.78524,-84.38792,,
AGG ASSAULT,201640436,6/12/2020,248 ROCKY FORD RD NE,610,Kirkwood,O,33.75997,-84.31924,,
LARCENY,201640464,6/12/2020,2536 METROPOLITAN PKWY SW,309,Perkerson,X,33.68559,-84.40776,,
BURGLARY,201640506,6/12/2020,1990 JONESBORO RD SE @CHESTNUT HILL CEM,308,Norwood Manor,Z,33.70042,-84.37058,,
LARCENY,201640540,6/12/2020,1991 BEECHER RD SW,404,Westwood Terrace,I,33.73416,-84.45316,,
HOMICIDE,201640548,6/12/2020,320 WHITEHALL ST SW,507,Castleberry Hill,M,33.74594,-84.39861,,
LARCENY,201640591,6/12/2020,1333 CAMPBELLTON RD SW,403,Venetian Hills,S,33.71558,-84.43189,,
LARCENY,201640624,6/12/2020,741 FREDERICA ST NE,601,Virginia Highland,F,33.77474,-84.35548,,
AUTO THEFT,201640699,6/12/2020,2255 PEACHTREE RD NE,211,,E,33.81563,-84.39093,,
LARCENY,201640703,6/12/2020,14 JOHNSON RD NW,110,Carroll Heights,H,33.77843,-84.50168,,
LARCENY,201640711,6/12/2020,367 MOUNT ZION RD SW,311,Hammond Park,X,33.67317,-84.40161,,
LARCENY,201640777,6/12/2020,60 LUCKIE ST NW,508,Downtown,M,33.75635,-84.38915,,
LARCENY,201640867,6/12/2020,1842 SANFORD DR NW,110,West Highlands,G,33.79166,-84.45525,,
LARCENY,201640898,6/12/2020,800 GLENWOOD AVE SE,605,Grant Park,W,33.74234,-84.36002,,
ROBBERY,201640924,6/12/2020,336 JOSEPH E LOWERY BLVD NW,106,Bankhead,K,33.76383,-84.41787,,
LARCENY,201640963,6/12/2020,202 CANDLER RD SE,611,East Lake,O,33.74754,-84.29153,,
BURGLARY,201640981,6/12/2020,268 WESTMINSTER DR NE,502,Midtown,E,33.79392,-84.371,,
BURGLARY,201641036,6/12/2020,56 PEACHTREE VALLEY RD NE,207,,E,33.81095,-84.39123,,
BURGLARY,201641081,6/12/2020,930 SPRING ST NW,503,Midtown,E,33.7801,-84.38942,,
LARCENY,201641085,6/12/2020,590 CASCADE AVE SW @KROGER - CASCADE,402,West End,T,33.73812,-84.43276,,
LARCENY,201641105,6/12/2020,441 16TH ST NW @IKEA,501,Atlantic Station,E,33.78874,-84.40468,,
BURGLARY,201641170,6/12/2020,2115 MONROE DR NE,212,Piedmont Heights,F,33.81007,-84.3713,,
LARCENY,201641205,6/12/2020,561 RANKIN ST NE,603,Old Fourth Ward,M,33.76718,-84.36877,,
LARCENY,201641210,6/12/2020,49 LOWER WALL ST SW,511,Downtown,M,33.75493,-84.39199,,
LARCENY,201641344,6/12/2020,951 GLENWOOD AVE SE,607,Ormewood Park,W,33.73966,-84.35664,,
BURGLARY,201641361,6/12/2020,998 SIMS ST SW,302,Pittsburgh,V,33.72762,-84.40295,,
LARCENY,201641386,6/12/2020,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403,,
AGG ASSAULT,201641401,6/12/2020,324 BROOKS AVE SW,405,Florida Heights,I,33.74676,-84.4587,,
LARCENY,201641405,6/12/2020,2302 MARIETTA BLVD NW,103,Bolton,D,33.81845,-84.45154,,
LARCENY,201620731,6/12/2020,745 HANSELL ST SE,605,Grant Park,W,33.73881,-84.36334,,
AGG ASSAULT,201641481,6/12/2020,180 JACKSON ST NE,604,Sweet Auburn,M,33.75932,-84.37442,,
AUTO THEFT,201641487,6/12/2020,129 HUNTINGTON RD NE,207,Brookwood Hills,E,33.8032,-84.38762,,
AGG ASSAULT,201641595,6/12/2020,1790 MYRTLE DR SW,410,Campbellton Road,R,33.70619,-84.45486,,
AGG ASSAULT,201641597,6/12/2020,2492 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75174,-84.47488,,
LARCENY,201641612,6/12/2020,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80077,-84.40869,,
LARCENY,201641644,6/12/2020,3400 STRATFORD RD NE,208,North Buckhead,B,33.84923,-84.36689,,
AUTO THEFT,201641702,6/12/2020,300 WILSON MILL RD SW @Multiple,407,Fairburn Road/Wisteria Lane,H,33.75314,-84.51261,,
LARCENY,201641715,6/12/2020,2143 PEACHTREE RD NE,207,,E,33.81262,-84.39195,,
LARCENY,201641810,6/12/2020,507 FAIR ST SW,507,Castleberry Hill,M,33.74893,-84.40412,,
LARCENY,201641440,6/11/2020,650 NORTH AVE NE,603,Old Fourth Ward,M,33.77121,-84.36478,,
LARCENY,201630125,6/11/2020,300 LUCKIE ST NW,508,Downtown,M,33.76254,-84.39597,,
LARCENY,201630157,6/11/2020,1905 PIEDMONT RD NE,212,Morningside/Lenox Park,F,33.8097,-84.36553,,
LARCENY,201630199,6/11/2020,950 W PEACHTREE ST NW @PUBLIX - W PEACHTREE,503,Midtown,E,33.78014,-84.38747,,
LARCENY,201630205,6/11/2020,1086 ALCO ST NE,212,Lindridge/Martin Manor,F,33.81737,-84.35276,,
LARCENY,201630265,6/11/2020,303 PARKWAY DR NE ,604,Old Fourth Ward,M,33.76272,-84.37406,,
AGG ASSAULT,201630287,6/11/2020,2980 JONESBORO RD SE,313,South River Gardens,Z,33.67386,-84.37063,,
LARCENY,201630289,6/11/2020,2204 PEACHTREE RD NW,205,,C,33.81451,-84.39249,,
LARCENY,201630301,6/11/2020,3097 PIEDMONT RD NE,211,Peachtree Park,B,33.84034,-84.36887,,
LARCENY,201630313,6/11/2020,660 BRYAN ST SE,606,Grant Park,W,33.74435,-84.36591,,
LARCENY,201630325,6/11/2020,530 W PEACHTREE ST NW,509,Downtown,M,33.76928,-84.38821,,
LARCENY,201630327,6/11/2020,3648 PEACHTREE RD NE,209,Brookhaven,B,33.85415,-84.35663,,
BURGLARY,201630339,6/11/2020,464 WINDSOR ST SW,303,Mechanicsville,V,33.74215,-84.3981,,
LARCENY,201630370,6/11/2020,600 GREENSFERRY AVE SW,101,The Villages at Castleberry Hill,T,33.74662,-84.40755,,
LARCENY,201630385,6/11/2020,70 WHITEFOORD AVE SE,609,Edgewood,O,33.75155,-84.34191,,
LARCENY,201630410,6/11/2020,988 KIRKWOOD AVE SE,606,Reynoldstown,N,33.75033,-84.35473,,
BURGLARY,201630427,6/11/2020,543 ROCKWELL ST SW,302,Pittsburgh,V,33.73207,-84.40541,,
BURGLARY,201630439,6/11/2020,902 DILL AVE SW,301,Capitol View,X,33.71803,-84.41768,,
LARCENY,201630607,6/11/2020,539 JEFFERSON CHASE ST SE,312,Glenrose Heights,Z,33.66545,-84.38126,,
AGG ASSAULT,201630624,6/11/2020,460 JOSEPH E LOWERY BLVD NW,106,Bankhead,K,33.76748,-84.41753,,
LARCENY,201630642,6/11/2020,3405 LENOX RD NE @TERRACE GARDEN INN,210,Lenox,B,33.848,-84.35947,,
LARCENY,201630644,6/11/2020,1385 JOSEPH E BOONE BLVD NW,107,Grove Park,J,33.76382,-84.43313,,
LARCENY,201630679,6/11/2020,470 16TH ST NW,501,Home Park,E,33.7883,-84.40387,,
AUTO THEFT,201630683,6/11/2020,102 W PACES FERRY RD NW,206,Peachtree Heights West,B,33.84062,-84.38421,,
LARCENY,201630702,6/11/2020,600 GARSON DR NE,211,Lindbergh/Morosgo,B,33.81861,-84.37021,,
LARCENY,201630760,6/11/2020,2031 GOLF VIEW ROAD,205,Collier Hills North,C,33.81076,-84.39901,,
LARCENY,201630788,6/11/2020,650 NORTH AVE NE,603,Old Fourth Ward,M,33.77121,-84.36478,,
AGG ASSAULT,201630799,6/11/2020,1015 VIOLET ST SE,304,Peoplestown,V,33.72675,-84.38447,,
LARCENY,201630857,6/11/2020,927 LYNHURST DR SW,406,Green Forest Acres,I,33.73075,-84.48949,,
LARCENY,201630868,6/11/2020,609 VIRGINIA AVE NE,601,Virginia Highland,F,33.78138,-84.36691,,
AUTO THEFT,201630869,6/11/2020,3434 PEACHTREE RD NE @RITZ CARLTON HOTEL,208,North Buckhead,B,33.85037,-84.3634,,
LARCENY,201630872,6/11/2020,17 BAKER ST NW,508,Downtown,M,33.76235,-84.38819,,
AUTO THEFT,201630877,6/11/2020,3131 CAMPBELLTON RD SW @WESTGATE PLAZA,409,Southwest,R,33.69258,-84.49266,,
BURGLARY,201630879,6/11/2020,1078 PIEDMONT AVE NE,503,Midtown,E,33.78408,-84.37912,,
LARCENY,201630886,6/11/2020,48 WALTHALL ST NE,606,Reynoldstown,N,33.75488,-84.35232,,
LARCENY,201630920,6/11/2020,2596 MACON DR SE,310,Browns Mill Park,Z,33.68413,-84.38848,,
AUTO THEFT,201630935,6/11/2020,2850 SPRINGDALE RD SW,311,Hammond Park,X,33.67674,-84.41485,,
LARCENY,201630958,6/11/2020,1968 PEACHTREE RD NW ,207,,E,33.80881,-84.3951,,
LARCENY,201630982,6/11/2020,1109 BONVIEW LN NE,210,Pine Hills,B,33.83522,-84.35205,,
ROBBERY,201630984,6/11/2020,2788 DEFOORS FERRY RD,201,,C,33.82098,-84.44692,,
BURGLARY,201631017,6/11/2020,935 MARIETTA ST NW,504,Marietta Street Artery,E,33.77795,-84.40849,,
LARCENY,201631019,6/11/2020,3748 LANDAU LN SW,412,Cascade Green,P,33.71301,-84.5043,,
LARCENY,201631066,6/11/2020,560 REGENCY PARK DR SW,412,Midwest Cascade,Q,33.73129,-84.5303,,
AGG ASSAULT,201631096,6/11/2020,3260 WARD DR SE,312,Glenrose Heights,Z,33.66654,-84.38845,,
AGG ASSAULT,201631154,6/11/2020,3030 HEADLAND DR SW,411,Greenbriar,R,33.68841,-84.48742,,
ROBBERY,201631183,6/11/2020,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68677,-84.49773,,
LARCENY,201631206,6/11/2020,105 MARTIN L KING JR DR SW ,512,Downtown,M,33.7514,-84.39098,,
LARCENY,201631228,6/11/2020,2879 ALLEGRO DR NW,112,Collier Heights,I,33.77493,-84.48192,,
BURGLARY,201631295,6/11/2020,786 CLEVELAND AVE SW,311,Hammond Park,X,33.68069,-84.41464,,
LARCENY,201631394,6/11/2020,590 CASCADE AVE SW @KROGER - CASCADE,402,West End,T,33.73812,-84.43276,,
AUTO THEFT,201631421,6/11/2020,255 COURTLAND ST NE,509,Downtown,M,33.76157,-84.38314,,
LARCENY,201631428,6/11/2020,239  WALKER ST SW,507,Castleberry Hill,M,33.74796,-84.4028,,
AGG ASSAULT,201631450,6/11/2020,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403,,
AGG ASSAULT,201631485,6/11/2020,978 PEEPLES ST SW,402,Oakland City,S,33.72831,-84.42152,,
BURGLARY,201621443,6/11/2020,264 19TH ST NW,501,Atlantic Station,E,33.79331,-84.39699,,
HOMICIDE,201621457,6/11/2020,978 PEEPLES ST SW,402,Oakland City,S,33.72831,-84.42152,,
LARCENY,201621458,6/10/2020,400 PHARR RD NE,206,Buckhead Village,B,33.8371,-84.3747,,
ROBBERY,201620156,6/10/2020,84 LUCKIE ST NW,508,Downtown,M,33.75702,-84.3896,,
LARCENY,201620211,6/10/2020,950 SPRING ST NW,503,Midtown,E,33.78039,-84.38907,,
LARCENY,201620258,6/10/2020,15 PEACHTREE ST SW,511,Downtown,M,33.75369,-84.39043,,
LARCENY,201620293,6/10/2020,1962 MARVIN LN SW,410,Campbellton Road,R,33.70153,-84.47275,,
LARCENY,201620295,6/10/2020,1227 CHELSEA CIR NW,103,Blandtown,D,33.79113,-84.42591,,
LARCENY,201620356,6/10/2020,2905 SPRINGDALE RD SW,311,Hammond Park,X,33.67597,-84.41601,,
BURGLARY,201620365,6/10/2020,65 MARTIN L KING JR DR SE,512,Downtown,M,33.74872,-84.38649,,
AGG ASSAULT,201620367,6/10/2020,30 ALABAMA ST SW @FIVE POINTS MARTA ST,511,Downtown,M,33.7521,-84.38955,,
AUTO THEFT,201620382,6/10/2020,147 26TH ST NW,207,Brookwood,E,33.80248,-84.39771,,
LARCENY,201620391,6/10/2020,3434 PEACHTREE RD NE @RITZ CARLTON HOTEL,208,North Buckhead,B,33.85037,-84.3634,,
LARCENY,201620403,6/10/2020,1820 MARIETTA BLVD NW,103,Hills Park,D,33.80431,-84.43779,,
LARCENY,201620438,6/10/2020,1316 MCLENDON AVE NE,608,Candler Park,N,33.76513,-84.34443,,
AGG ASSAULT,201620449,6/10/2020,520 JOSEPH E LOWERY BLVD NW,106,Bankhead,K,33.76908,-84.41751,,
LARCENY,201620455,6/10/2020,71 HOWARD ST SE,610,Kirkwood,O,33.75044,-84.32442,,
LARCENY,201620457,6/10/2020,2001 JAMES JACKSON PKWY NW,103,Riverside,D,33.81063,-84.47569,,
LARCENY,201620485,6/10/2020,1375 NORTHSIDE DR NW @SKYLINE MOTEL,207,Loring Heights,E,33.79209,-84.40677,,
LARCENY,201620488,6/10/2020,820 FAIRBURN RD SW,407,Fairburn Mays,H,33.73228,-84.50946,,
BURGLARY,201620508,6/10/2020,952 LAWTON ST SW,402,Oakland City,S,33.72913,-84.42325,,
AGG ASSAULT,201620554,6/10/2020,521 OLIVER ST NW,506,English Avenue,L,33.76907,-84.41528,,
ROBBERY,201620589,6/10/2020,2538 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.77532,-84.46904,,
LARCENY,201620610,6/10/2020,660 GARY RD NW,109,Center Hill,J,33.77276,-84.46135,,
LARCENY,201620673,6/10/2020,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,614,Midtown,E,33.77469,-84.36561,,
LARCENY,201620680,6/10/2020,1040 HUFF RD NW,103,Blandtown,D,33.78949,-84.42125,,
BURGLARY,201620693,6/10/2020,1078 PIEDMONT AVE NE,503,Midtown,E,33.78408,-84.37912,,
AGG ASSAULT,201620715,6/10/2020,431 PARKWAY DR NE,603,Old Fourth Ward,M,33.76612,-84.37329,,
BURGLARY,201620746,6/10/2020,3062 BOLLING WAY NE,206,Buckhead Village,B,33.83864,-84.37997,,
LARCENY,201620767,6/10/2020,1380 ATLANTIC DR NW @PUBLIX - ATLANTIC,501,Atlantic Station,E,33.79282,-84.39779,,
LARCENY,201620772,6/10/2020,211 WADLEY ST NW,108,Dixie Hills,J,33.75785,-84.4572,,
ROBBERY,201620798,6/10/2020,213 FAIRBURN RD NW,111,Adamsville,H,33.75771,-84.50344,,
LARCENY,201620848,6/10/2020,688 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.77308,-84.40967,,
LARCENY,201620887,6/10/2020,445 DARTMOUTH DR SW,407,Baker Hills,H,33.7585,-84.51604,,
LARCENY,201620916,6/10/2020,20 10TH ST NW,503,Midtown,E,33.78141,-84.38799,,
LARCENY,201620918,6/10/2020,4012 PEACHTREE DUNWOODY RD NE,209,North Buckhead,B,33.86463,-84.35889,,
LARCENY,201620930,6/10/2020,3030 HEADLAND DR SW,411,Greenbriar,R,33.68841,-84.48742,,
LARCENY,201620938,6/10/2020,2115 MONROE DR NE,212,Piedmont Heights,F,33.81007,-84.3713,,
AGG ASSAULT,201620977,6/10/2020,521 HANK AARON DR SW,304,Summerhill,V,33.74009,-84.38791,,
LARCENY,201620986,6/10/2020,215 FORSYTH ST SW,512,Downtown,M,33.74892,-84.3968,,
AGG ASSAULT,201621060,6/10/2020,1890 MYRTLE DR SW,410,Campbellton Road,R,33.70405,-84.45488,,
LARCENY,201621123,6/10/2020,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68677,-84.49773,,
LARCENY,201621135,6/10/2020,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,208,North Buckhead,B,33.84911,-84.37075,,
LARCENY,201621232,6/10/2020,234 MEMORIAL DR SW,512,Downtown,M,33.7465,-84.39536,,
AUTO THEFT,201621383,6/10/2020,4302 NOBLE CREEK DR NW,204,Cross Creek,C,33.81691,-84.42833,,
LARCENY,201600564,6/9/2020,1073 PIEDMONT AVE NW,502,Midtown,E,33.78384,-84.37897,,
BURGLARY,201601473,6/9/2020,500 NORTHSIDE DR,207,Loring Heights,E,33.79724,-84.40668,,
AGG ASSAULT,201601503,6/9/2020,2151 LENOX RD NE,613,Lindridge/Martin Manor,F,33.81356,-84.35129,,
LARCENY,201610192,6/9/2020,44 8TH ST NE,503,Midtown,E,33.77962,-84.38602,,
BURGLARY,201610193,6/9/2020,2740 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68896,-84.48909,,
AGG ASSAULT,201610195,6/9/2020,2591 ETHERIDGE DR NW,113,Carey Park,G,33.7881,-84.47292,,
BURGLARY,201610198,6/9/2020,3030 HEADLAND DR SW,411,Greenbriar,R,33.68841,-84.48742,,
LARCENY,201610275,6/9/2020,3501  LENARDO DR SW DR,412,Mt. Gilead Woods,P,33.69907,-84.50362,,
AUTO THEFT,201610314,6/9/2020,445 CLEVELAND AVE SE,312,Rosedale Heights,Z,33.68149,-84.37152,,
LARCENY,201610325,6/9/2020,542 COURTLAND ST NE,509,Downtown,M,33.76929,-84.38443,,
AUTO THEFT,201610350,6/9/2020,2802 CONNALLY DR SW,411,Greenbriar,R,33.69426,-84.48012,,
AUTO THEFT,201610365,6/9/2020,3621 FAIRBURN CIR NW,114,Fairburn Heights,H,33.77342,-84.50601,,
LARCENY,201610369,6/9/2020,3106 TYLERTON DR SW,409,Southwest,R,33.70088,-84.49575,,
LARCENY,201610428,6/9/2020,384 WOODWARD WAY NW @ATLANTA MEMORIAL PAR,205,Peachtree Battle Alliance,C,33.81708,-84.40064,,
LARCENY,201610440,6/9/2020,2180 EDISON AVE NE,211,Peachtree Hills,B,33.81454,-84.38667,,
AUTO THEFT,201610461,6/9/2020,755 NORTH AVE NE,602,Poncey-Highland,N,33.77104,-84.36209,,
BURGLARY,201610466,6/9/2020,1870 CAMPBELLTON RD SW,408,,R,33.70939,-84.44964,,
BURGLARY,201610497,6/9/2020,250 PARK AVENUE WEST NW,508,Downtown,M,33.76116,-84.39438,,
LARCENY,201610500,6/9/2020,949 SAMPLES LN NW,110,West Highlands,G,33.79109,-84.44954,,
AUTO THEFT,201610515,6/9/2020,49 BOULEVARD SE,604,Sweet Auburn,M,33.75253,-84.3721,,
BURGLARY,201610516,6/9/2020,1307 GLENWOOD AVE SE,612,East Atlanta,W,33.74,-84.34444,,
BURGLARY,201610570,6/9/2020,160 TED TURNER DR NW @ATLANTA AMERICAN MOT,508,Downtown,M,33.75934,-84.39009,,
LARCENY,201610573,6/9/2020,23 LARKIN PL SW,507,Castleberry Hill,M,33.74728,-84.40426,,
BURGLARY,201610578,6/9/2020,332 ADELLE ST SE,307,Lakewood Heights,Y,33.70095,-84.37821,,
BURGLARY,201610628,6/9/2020,887 HOWELL MILL RD NW,504,Marietta Street Artery,E,33.77941,-84.40971,,
LARCENY,201610641,6/9/2020,2849 LENOX RD NE,210,Pine Hills,B,33.8322,-84.35504,,
LARCENY,201610660,6/9/2020,3230 ROSWELL RD NW,206,South Tuxedo Park,B,33.84312,-84.37944,,
ROBBERY,201610691,6/9/2020,1055 GRANT WAY SE,304,Peoplestown,V,33.72539,-84.38075,,
LARCENY,201610709,6/9/2020,2366 SOMEO CT NE,212,Lindridge/Martin Manor,F,33.82004,-84.34915,,
LARCENY,201610737,6/9/2020,710 ELOISE CT SE,605,Grant Park,W,33.73473,-84.36244,,
BURGLARY,201610741,6/9/2020,1102 OAK KNOLL TER SE,307,Lakewood Heights,Y,33.70859,-84.37741,,
AGG ASSAULT,201610763,6/9/2020,980 TRESTLETREE CT SE,607,Ormewood Park,W,33.72845,-84.36224,,
LARCENY,201610792,6/9/2020,1683 LAKEWOOD AVE, ATLANTA, GA 30315,307,Lakewood Heights,Y,33.7083,-84.38035
LARCENY,201610825,6/9/2020,489 JEFFERSON CHASE ST SE,312,Glenrose Heights,Z,33.66547,-84.38369,,
LARCENY,201610830,6/9/2020,264 BOULDER PARK LN SW,407,Adamsville,H,33.75171,-84.50333,,
LARCENY,201610839,6/9/2020,95 MARTIN L KING JR DR SW,511,Downtown,M,33.75161,-84.39112,,
AUTO THEFT,201610842,6/9/2020,641 PEARCE ST SW,301,Adair Park,V,33.7298,-84.40876,,
ROBBERY,201610856,6/9/2020,635 LINDBERGH DR NE,211,Lindbergh/Morosgo,B,33.8213,-84.36689,,
AUTO THEFT,201610891,6/9/2020,713 WYLIE ST SE,606,Cabbagetown,N,33.75175,-84.36397,,
ROBBERY,201610940,6/9/2020,3833 PRINCETON LAKES CT SW,414,Princeton Lakes,P,33.65684,-84.51316,,
LARCENY,201610969,6/9/2020,19 SARATOGA PL NE,210,Pine Hills,B,33.82727,-84.35095,,
LARCENY,201610971,6/9/2020,812 BRAEMAR AVE SW,406,Green Forest Acres,I,33.73327,-84.49496,,
LARCENY,201610992,6/9/2020,484 JEFFERSON CHASE ST SE,312,Glenrose Heights,Z,33.66583,-84.38367,,
LARCENY,201611001,6/9/2020,267 MARIETTA ST NW,508,Downtown,M,33.76071,-84.39469,,
BURGLARY,201611007,6/9/2020,2500 CENTER ST NW,113,Carey Park,G,33.78999,-84.47156,,
LARCENY,201611051,6/9/2020,1200 PONCE DE LEON AVE NE,608,Druid Hills,N,33.77466,-84.34819,,
LARCENY,201611130,6/9/2020,1820 MARIETTA BLVD NW,103,Hills Park,D,33.80431,-84.43779,,
BURGLARY,201611185,6/9/2020,786 CLEVELAND AVE SW,311,Hammond Park,X,33.68117,-84.41478,,
LARCENY,201611198,6/9/2020,1723 LAKEWOOD AVE, ATLANTA, GA 30315,307,Lakewood Heights,Y,33.70678,-84.38031
AGG ASSAULT,201611199,6/9/2020,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,,
ROBBERY,201611203,6/9/2020,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328,,
LARCENY,201611204,6/9/2020,842 PEACHTREE ST NE,505,Midtown,E,33.77756,-84.38482,,
LARCENY,201611213,6/9/2020,1180 SHERIDAN RD NE,212,Lindridge/Martin Manor,F,33.82068,-84.34937,,
BURGLARY,201611219,6/9/2020,786 CLEVELAND AVE SW,311,Hammond Park,X,33.68117,-84.41478,,
LARCENY,201611260,6/9/2020,3304 GLENVIEW CIR SW,412,Heritage Valley,P,33.70197,-84.50009,,
LARCENY,201611272,6/9/2020,1371 KIMBERLY WAY SW,412,Ashley Courts,P,33.71771,-84.52315,,
ROBBERY,201611331,6/9/2020,1267 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.76398,-84.42895,,
LARCENY,201611343,6/9/2020,135 WALTON ST NW,508,Downtown,M,33.75812,-84.39226,,
AUTO THEFT,201611463,6/9/2020,1720 MARTIN L KING JR DR SW,104,Mozley Park,K,33.75083,-84.44341,,
LARCENY,201611475,6/9/2020,262 PHARR RD NE,206,Buckhead Village,B,33.83732,-84.3786,,
LARCENY,201611547,6/9/2020,300 PETERS ST SW,507,Castleberry Hill,M,33.74651,-84.40219,,
AGG ASSAULT,201611548,6/9/2020,2900 LANDRUM DR SW,409,Southwest,R,33.70623,-84.48372,,
LARCENY,201611558,6/9/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
BURGLARY,201600617,6/8/2020,3735 BOULDER PARK DR SW,407,Fairburn Mays,H,33.7494,-84.5099,,
ROBBERY,201600621,6/8/2020,680 PONCE DE LEON AVE NE,614,Midtown,E,33.77406,-84.36528,,
LARCENY,201600661,6/8/2020,98 ELIZABETH ST,602,Inman Park,N,33.75679,-84.3558,,
AGG ASSAULT,201600674,6/8/2020,195 FAIRBURN RD NW,111,Adamsville,H,33.76126,-84.50433,,
BURGLARY,201600702,6/8/2020,253 W LAKE AVE NW,105,West Lake,J,33.76167,-84.44145,,
LARCENY,201600736,6/8/2020,2285 PEACHTREE RD NE @SHANGHAI RESTAURANT,211,,E,33.81637,-84.38954,,
LARCENY,201600738,6/8/2020,63 PEACHTREE CIR NE,502,Ansley Park,E,33.79107,-84.38269,,
LARCENY,201600763,6/8/2020,2657 LENOX RD NE ,210,Pine Hills,B,33.82556,-84.35277,,
BURGLARY,201600775,6/8/2020,1364 WILLOW PL SE,612,,,33.7271,-84.33459,,
BURGLARY,201600788,6/8/2020,935 MARIETTA ST NW,504,Marietta Street Artery,E,33.77795,-84.40849,,
LARCENY,201600823,6/8/2020,1390 NORTHSIDE DR NW,207,Berkeley Park,D,33.79259,-84.40878,,
LARCENY,201600846,6/8/2020,650 PONCE DE LEON AVE,614,Midtown,E,33.77469,-84.36561,,
